,ID,RA,Dec,M,Axis_maj,Axis_min,R_eff,PA,Area,V_cen,V_RMS,V_disp,V_disp_nt,V_grad_abs,V_grad_PA,j,M_vir,virial,m_lin,m_lin_vir,virial_lin,id_unresolved,id_resolvedLeaves,id_resolvedBranches,id_SCIMES,abundance_pNH3
39,39,83.8094477255,-5.34478808256,8324290.29756,0.213822831672,0.0904727952495,0.139086840749,13.2460372302,0.314908061185,8.89055285621,1.2501866215,1.28062956347,1.24529331766,8.33638246001,21.1208049958,0.0645074252228,212.085617407,2.54779218199e-05,16532381.4261,762.421578723,4.61168635704e-05,False,False,True,39,7.77615813104e-13
40,40,83.8479365174,-5.13503538827,272634.880113,0.563137637991,0.111226043615,0.250270996091,178.661311355,0.549500954028,11.1258253192,0.416935539015,0.482782297799,0.405518909118,1.07192945945,77.1838325358,0.0268563657135,54.2364587584,0.000198934409038,205593.385682,108.35546189,0.000527037684266,False,False,True,40,4.26797187229e-11
41,41,83.7214601135,-4.94657417083,351.10538453,0.0962610282239,0.0265109385089,0.0505170288125,150.563070578,0.0367543990721,10.9428492619,0.296512765032,0.342706541786,0.288513183502,14.2601392724,334.318133838,0.0145565801887,5.5164630949,0.0157117017795,1548.92100563,54.6000351225,0.0352503677876,False,False,True,37,7.8985537717e-10
42,42,83.7267744073,-5.69960147386,647733.465281,0.597115635669,0.197234933877,0.343179345121,22.293241729,1.21244141136,8.17944006127,0.895259277347,0.910222570912,0.892864684155,1.65283144241,117.875155711,0.0778629474515,264.359225511,0.000408129639244,460659.644444,385.161912086,0.000836109515412,False,False,True,42,1.35418464615e-11
43,43,83.8487016204,-5.19064713989,64608.7148756,0.260699665804,0.0766042592136,0.141317744024,10.5426707812,0.279514936153,11.0654911669,0.426409888932,0.493863730181,0.414712921207,1.15801931122,342.425632742,0.00925058471577,32.0471260861,0.000496018627638,105242.923621,113.386773569,0.0010773814492,False,False,True,43,9.95223734166e-11
44,44,83.8485471793,-5.19124149629,59190.4400597,0.256470149173,0.0763131824248,0.139900154683,10.337899841,0.265448437743,11.0611181054,0.422425928584,0.49050362811,0.410601176331,1.17223955829,340.763191597,0.00917725403686,31.2954190653,0.000528724216846,98006.983022,111.849122455,0.00114123625691,False,False,True,43,1.06284510844e-10
45,45,83.8486584669,-5.19109160298,56273.9344744,0.254291941738,0.0758196147206,0.138853581333,10.0888764203,0.256827035491,11.0632957988,0.420270172076,0.488653570641,0.408382005091,1.20833595423,336.383922977,0.0093188401198,30.8274333383,0.000547810165155,93976.0005968,111.00697959,0.00118122689714,False,False,True,43,1.09686484165e-10
46,46,83.8472704373,-5.04947570557,43914.193892,0.285191526633,0.0720312977519,0.143327302951,156.903480542,0.195115945691,11.2300067416,0.338013589601,0.410723607963,0.324999597436,0.567299304881,128.90579969,0.00466154735096,22.4805219263,0.000511919266504,65389.884922,78.4237248013,0.00119932501632,False,False,True,47,1.01039566092e-10
47,47,83.8473593669,-5.04959168038,46137.932241,0.285066344265,0.0730038109101,0.144259937244,156.773967685,0.20192231589,11.2284073459,0.342975737678,0.414719852996,0.330176719599,0.514241328437,138.675251407,0.00428073601151,23.0692523288,0.000500006203319,68731.2838938,79.9572381964,0.00116333107235,False,False,True,47,9.78830008902e-11
48,48,83.8814299123,-5.10340546078,79.4739737903,0.0270782419157,0.0229601347497,0.024934315374,105.357212676,0.0104364343044,11.8399560037,0.192204005201,0.306056017325,0.167186797241,3.30984033691,350.568825106,0.000823117683817,2.1715879436,0.027324516946,1246.36929358,43.5461714314,0.0349384180561,False,True,False,47,1.82688554646e-09
49,49,83.8101683656,-5.34401812163,7559119.81922,0.210824181206,0.0858837750655,0.134559936672,11.721677496,0.286775064365,8.9337706337,1.2223572255,1.2539787215,1.21727004041,8.73056371739,22.9690189085,0.0632315496891,196.731651099,2.60257352448e-05,15226254.4475,731.018667089,4.80104066046e-05,False,False,True,49,8.11639339616e-13
50,50,83.8486484054,-5.19190908915,48570.6094634,0.249520822148,0.0737610374646,0.135664714317,10.3705684555,0.235046650856,11.0627530585,0.413274733852,0.482346270097,0.40123727158,1.34914359458,332.601893276,0.00993234911633,29.3469439297,0.000604211976211,82662.5952803,108.159826516,0.00130844944015,False,False,True,43,1.21587647004e-10
51,51,83.8484946673,-5.19246569476,44427.2628427,0.247052545666,0.0721125770627,0.133475075343,10.3391795924,0.222795184498,11.0605370058,0.410155799575,0.479501896198,0.398057396018,1.42288192836,331.018495713,0.0101397956874,28.5337571808,0.000642257824476,76366.4320028,106.88796057,0.0013996720518,False,False,True,43,1.29333147321e-10
52,52,83.85236066,-5.13377165935,1679.10624007,0.0790622895884,0.0283241480289,0.0473220032734,163.356950471,0.0358468830456,11.6067679386,0.253497602251,0.353785855381,0.233684178749,1.32332803884,218.799395329,0.00118536949952,5.50709008641,0.00327977465331,9018.84793699,58.1874150023,0.00645175696595,False,False,True,43,5.42702170189e-10
53,53,83.8473506887,-5.04955218991,41164.5655373,0.285948951264,0.0716835772129,0.143170680403,156.942953187,0.186948301453,11.2287335521,0.333605418814,0.406971295118,0.320439052739,0.544827684333,133.065523686,0.00446711709262,22.0475214578,0.000535594659387,61133.2245767,76.997334216,0.00125950061933,False,False,True,47,1.0552919399e-10
54,54,83.8103001681,-5.34387480968,7161216.64453,0.209913065969,0.084337317461,0.133054518465,11.6350859679,0.271801049928,8.94301620595,1.21458080917,1.24638444615,1.20946339252,9.13773110139,25.3085411038,0.0647079468724,192.181596824,2.68364450293e-05,14487372.1526,722.191170361,4.98497010192e-05,False,False,True,54,8.42794753136e-13
55,55,83.8464371263,-5.04807263494,36164.4212561,0.279505925268,0.07103060176,0.1409023565,157.672001764,0.172428045029,11.2114773424,0.318166223668,0.394070442273,0.304403276461,0.356232097032,158.980879883,0.00282897788014,20.3443635339,0.000562551890151,54945.5818122,72.1931273515,0.00131390231881,False,False,True,47,1.1471970026e-10
56,56,83.8386384425,-4.94991689083,2.19607427556,0.0243098191513,0.0112169949382,0.0165131195832,131.943402614,0.00363006410588,11.9295793478,0.161913924276,0.333388912899,0.112938107142,5.28724816405,216.307603472,0.000576697326784,1.70651284036,0.777074281755,38.362559295,51.6714250075,1.34692330118,False,False,False,16,2.54518003891e-08
